File created based on airfoil data from the DTU10MWReferenceWindTurbine.xls document, using 3D corrected values
Values are linearly interpolated by by Zhengshun Cheng
     1  	Number of airfoil tables in this file
     0.0  	Table ID parameter
     14.0000 	Stall angle (deg)
     0.0000 	No longer used, enter zero
     0.0000 	No longer used, enter zero
     0.0000 	No longer used, enter zero
     -2.6834 	Zero Cn angle of attack (deg)
     7.2300 	Cn slope for zero lift (dimensionless)
     1.7598 	Cn extrapolated to value at positive stall angle of attack
     -1.0158 	Cn at stall value for negative angle of attack
     0.0000 	Angle of attack for minimum CD (deg)
     0.0092 	Minimum CD value
-180.0000   0.0000   0.0000   0.0000   
-175.0000   0.1736   0.0114   0.0218   
-170.0000   0.3420   0.0452   0.0434   
-165.0000   0.5000   0.1005   0.0647   
-160.0000   0.6428   0.1755   0.0855   
-155.0000   0.7660   0.2679   0.1057   
-150.0000   0.8660   0.3750   0.1250   
-145.0000   0.9397   0.4935   0.1434   
-140.0000   0.9848   0.6197   0.1607   
-135.0000   1.0000   0.7500   0.1768   
-130.0000   0.9848   0.8803   0.1915   
-125.0000   0.9397   1.0065   0.2048   
-120.0000   0.8660   1.1250   0.2165   
-115.0000   0.7660   1.2321   0.2266   
-110.0000   0.6428   1.3245   0.2349   
-105.0000   0.5000   1.3995   0.2415   
-100.0000   0.3420   1.4548   0.2462   
-95.0000   0.1736   1.4886   0.2490   
-90.0000   0.0000   1.5000   0.2500   
-85.0000   -0.1736   1.4886   0.2490   
-80.0000   -0.3420   1.4548   0.2462   
-75.0000   -0.5000   1.3995   0.2415   
-70.0000   -0.6428   1.3245   0.2349   
-65.0000   -0.7660   1.2321   0.2266   
-60.0000   -0.8660   1.1250   0.2165   
-55.0000   -0.9397   1.0065   0.2048   
-50.0000   -0.9848   0.8603   0.1915   
-45.0000   -1.0120   0.7120   0.1708   
-40.0000   -1.0376   0.5475   0.1416   
-39.0000   -1.0419   0.5165   0.1346   
-38.0000   -1.0462   0.4816   0.1276   
-37.0000   -1.0525   0.4487   0.1185   
-36.0000   -1.0568   0.4177   0.1095   
-35.0000   -1.0611   0.3848   0.1005   
-34.0000   -1.0654   0.3558   0.0894   
-33.0000   -1.0717   0.3289   0.0824   
-32.0000   -1.0765   0.3031   0.0678   
-30.0000   -1.0889   0.2560   0.0508   
-28.0000   -1.0993   0.2090   0.0337   
-26.0000   -1.1168   0.1756   0.0206   
-24.0000   -1.1282   0.1423   0.0075   
-22.0000   -1.1215   0.1183   -0.0008   
-20.0000   -1.1148   0.0943   -0.0091   
-18.0000   -1.0919   0.0765   -0.0123   
-16.0000   -1.0691   0.0587   -0.0156   
-14.0000   -1.0379   0.0454   -0.0156   
-12.0000   -1.0067   0.0321   -0.0155   
-10.0000   -0.8479   0.0230   -0.0318   
-8.0000   -0.6892   0.0138   -0.0480   
-6.0000   -0.4278   0.0118   -0.0611   
-4.0000   -0.1665   0.0098   -0.0742   
-2.0000   0.0863   0.0095   -0.0811   
0.0000   0.3391   0.0092   -0.0880   
2.0000   0.5867   0.0094   -0.0933   
4.0000   0.8301   0.0099   -0.0977   
6.0000   1.0656   0.0109   -0.1008   
8.0000   1.2914   0.0124   -0.1026   
10.0000   1.5012   0.0144   -0.1024   
12.0000   1.6886   0.0173   -0.0998   
14.0000   1.8103   0.0226   -0.0941   
16.0000   1.8139   0.0354   -0.0874   
18.0000   1.7545   0.0647   -0.0850   
20.0000   1.6071   0.1035   -0.0913   
22.0000   1.5257   0.1437   -0.1026   
24.0000   1.4428   0.1841   -0.1140   
26.0000   1.3826   0.2290   -0.1282   
28.0000   1.3218   0.2738   -0.1423   
30.0000   1.2583   0.3278   -0.1582   
32.0000   1.1944   0.3816   -0.1739   
33.0000   1.1734   0.4209   -0.1790   
34.0000   1.1568   0.4504   -0.1831   
35.0000   1.1379   0.4815   -0.1873   
36.0000   1.1248   0.5105   -0.1914   
37.0000   1.1177   0.5450   -0.1953   
38.0000   1.1024   0.5737   -0.1993   
39.0000   1.0891   0.5999   -0.2032   
40.0000   1.0755   0.6280   -0.2071   
45.0000   1.0175   0.7578   -0.2161   
50.0000   0.9716   0.8820   -0.2184   
55.0000   0.9268   1.0104   -0.2214   
60.0000   0.8660   1.1250   -0.2255   
65.0000   0.7660   1.2321   -0.2306   
70.0000   0.6428   1.3245   -0.2349   
75.0000   0.5000   1.3995   -0.2415   
80.0000   0.3420   1.4548   -0.2462   
85.0000   0.1736   1.4886   -0.2490   
90.0000   0.0000   1.5000   -0.2500   
95.0000   -0.1736   1.4886   -0.2490   
100.0000   -0.3420   1.4548   -0.2462   
105.0000   -0.5000   1.3995   -0.2415   
110.0000   -0.6428   1.3245   -0.2349   
115.0000   -0.7660   1.2321   -0.2266   
120.0000   -0.8660   1.1250   -0.2165   
125.0000   -0.9397   1.0065   -0.2048   
130.0000   -0.9848   0.8803   -0.1915   
135.0000   -1.0000   0.7500   -0.1768   
140.0000   -0.9848   0.6197   -0.1607   
145.0000   -0.9397   0.4935   -0.1434   
150.0000   -0.8660   0.3750   -0.1250   
155.0000   -0.7660   0.2679   -0.1057   
160.0000   -0.6428   0.1755   -0.0855   
165.0000   -0.5000   0.1005   -0.0647   
170.0000   -0.3420   0.0452   -0.0434   
175.0000   -0.1736   0.0114   -0.0218   
180.0000   0.0000   0.0000   0.0000   
