File created based on airfoil data from the DTU10MWReferenceWindTurbine.xls document, using 3D corrected values
Values are linearly interpolated by by Zhengshun Cheng
     1  	Number of airfoil tables in this file
     0.0  	Table ID parameter
     14.0000 	Stall angle (deg)
     0.0000 	No longer used, enter zero
     0.0000 	No longer used, enter zero
     0.0000 	No longer used, enter zero
     -2.4568 	Zero Cn angle of attack (deg)
     7.5375 	Cn slope for zero lift (dimensionless)
     1.7257 	Cn extrapolated to value at positive stall angle of attack
     -0.8992 	Cn at stall value for negative angle of attack
     0.0000 	Angle of attack for minimum CD (deg)
     0.0104 	Minimum CD value
-180.0000   0.0000   0.0000   0.0000   
-175.0000   0.1736   0.0107   0.0218   
-170.0000   0.3420   0.0424   0.0434   
-165.0000   0.5000   0.0943   0.0647   
-160.0000   0.6428   0.1647   0.0855   
-155.0000   0.7660   0.2515   0.1057   
-150.0000   0.8660   0.3520   0.1250   
-145.0000   0.9397   0.4632   0.1434   
-140.0000   0.9848   0.5817   0.1607   
-135.0000   1.0000   0.7040   0.1768   
-130.0000   0.9848   0.8263   0.1915   
-125.0000   0.9397   0.9447   0.2048   
-120.0000   0.8660   1.0560   0.2165   
-115.0000   0.7660   1.1565   0.2266   
-110.0000   0.6428   1.2432   0.2349   
-105.0000   0.5000   1.3136   0.2415   
-100.0000   0.3420   1.3655   0.2462   
-95.0000   0.1736   1.3972   0.2490   
-90.0000   0.0000   1.4079   0.2500   
-85.0000   -0.1736   1.3972   0.2490   
-80.0000   -0.3420   1.3655   0.2462   
-75.0000   -0.5000   1.3136   0.2415   
-70.0000   -0.6428   1.2432   0.2349   
-65.0000   -0.7660   1.1565   0.2266   
-60.0000   -0.8660   1.0560   0.2165   
-55.0000   -0.9397   0.9447   0.2048   
-50.0000   -0.9848   0.8155   0.1915   
-45.0000   -1.0065   0.6835   0.1736   
-40.0000   -1.0302   0.5418   0.1416   
-39.0000   -1.0336   0.5119   0.1346   
-38.0000   -1.0324   0.4832   0.1276   
-37.0000   -1.0368   0.4523   0.1194   
-36.0000   -1.0356   0.4224   0.1113   
-35.0000   -1.0344   0.3915   0.0987   
-34.0000   -1.0332   0.3627   0.0848   
-33.0000   -1.0330   0.3318   0.0732   
-32.0000   -1.0337   0.3061   0.0603   
-30.0000   -1.0343   0.2607   0.0453   
-28.0000   -1.0385   0.2154   0.0303   
-26.0000   -1.0373   0.1841   0.0182   
-24.0000   -1.0374   0.1529   0.0061   
-22.0000   -1.0217   0.1291   -0.0022   
-20.0000   -1.0060   0.1053   -0.0106   
-18.0000   -0.9787   0.0867   -0.0147   
-16.0000   -0.9514   0.0681   -0.0189   
-14.0000   -0.9159   0.0541   -0.0192   
-12.0000   -0.8803   0.0401   -0.0196   
-10.0000   -0.7768   0.0300   -0.0276   
-8.0000   -0.6733   0.0197   -0.0356   
-6.0000   -0.4383   0.0158   -0.0509   
-4.0000   -0.2034   0.0117   -0.0662   
-2.0000   0.0602   0.0111   -0.0768   
0.0000   0.3237   0.0104   -0.0873   
2.0000   0.5776   0.0106   -0.0943   
4.0000   0.8254   0.0111   -0.0999   
6.0000   1.0637   0.0121   -0.1037   
8.0000   1.2896   0.0137   -0.1057   
10.0000   1.4933   0.0161   -0.1050   
12.0000   1.6657   0.0196   -0.1011   
14.0000   1.7746   0.0261   -0.0946   
16.0000   1.7680   0.0439   -0.0891   
18.0000   1.7215   0.0788   -0.0910   
20.0000   1.6299   0.1219   -0.1000   
22.0000   1.5803   0.1825   -0.1152   
24.0000   1.5303   0.2443   -0.1321   
26.0000   1.4980   0.3043   -0.1502   
28.0000   1.4579   0.3606   -0.1673   
30.0000   1.4144   0.4193   -0.1843   
32.0000   1.3677   0.4755   -0.2003   
33.0000   1.3586   0.5132   -0.2055   
34.0000   1.3411   0.5451   -0.2096   
35.0000   1.3264   0.5773   -0.2137   
36.0000   1.3099   0.6045   -0.2178   
37.0000   1.3056   0.6377   -0.2203   
38.0000   1.2918   0.6669   -0.2206   
39.0000   1.2745   0.6912   -0.2222   
40.0000   1.2523   0.7162   -0.2233   
45.0000   1.1453   0.8289   -0.2259   
50.0000   1.0425   0.9209   -0.2262   
55.0000   0.9517   1.0036   -0.2265   
60.0000   0.8660   1.0836   -0.2292   
65.0000   0.7660   1.1634   -0.2320   
70.0000   0.6428   1.2432   -0.2349   
75.0000   0.5000   1.3136   -0.2415   
80.0000   0.3420   1.3655   -0.2462   
85.0000   0.1736   1.3972   -0.2490   
90.0000   0.0000   1.4079   -0.2500   
95.0000   -0.1736   1.3972   -0.2490   
100.0000   -0.3420   1.3655   -0.2462   
105.0000   -0.5000   1.3136   -0.2415   
110.0000   -0.6428   1.2432   -0.2349   
115.0000   -0.7660   1.1565   -0.2266   
120.0000   -0.8660   1.0560   -0.2165   
125.0000   -0.9397   0.9447   -0.2048   
130.0000   -0.9848   0.8263   -0.1915   
135.0000   -1.0000   0.7040   -0.1768   
140.0000   -0.9848   0.5817   -0.1607   
145.0000   -0.9397   0.4632   -0.1434   
150.0000   -0.8660   0.3520   -0.1250   
155.0000   -0.7660   0.2515   -0.1057   
160.0000   -0.6428   0.1647   -0.0855   
165.0000   -0.5000   0.0943   -0.0647   
170.0000   -0.3420   0.0424   -0.0434   
175.0000   -0.1736   0.0107   -0.0218   
180.0000   0.0000   0.0000   0.0000   
